Type Name,Type Description,Attribute Name,Attribute Description
DbtMetricFilter,Detailed information about a dbt Metric Filter.,dbtMetricFilterValue,TBC
GoogleLabel,Detailed information about a Google label.,googleLabelKey,Key of the Google label.
GoogleLabel,Detailed information about a Google label.,googleLabelValue,Value for the Google label.
GoogleTag,Detailed information about a Google tag.,googleTagKey,Key of the Google tag.
GoogleTag,Detailed information about a Google tag.,googleTagValue,Value for the Google tag.
Histogram,Detailed information about a distribution of values.,boundaries,TBC
Histogram,Detailed information about a distribution of values.,frequencies,TBC
KafkaTopicConsumption,Detailed information about the consumption of a Kafka topic.,topicName,Name of the Kafka topic.
KafkaTopicConsumption,Detailed information about the consumption of a Kafka topic.,topicPartition,Partition of the Kafka topic.
KafkaTopicConsumption,Detailed information about the consumption of a Kafka topic.,topicLag,TBC
KafkaTopicConsumption,Detailed information about the consumption of a Kafka topic.,topicCurrentOffset,TBC
MCRuleComparison,Detailed information about the comparison logic of a Monte Carlo rule.,mcRuleComparisonType,"Type of comparison, for example threshold."
MCRuleComparison,Detailed information about the comparison logic of a Monte Carlo rule.,mcRuleComparisonField,Field being compared.
MCRuleComparison,Detailed information about the comparison logic of a Monte Carlo rule.,mcRuleComparisonMetric,Metric being compared.
MCRuleComparison,Detailed information about the comparison logic of a Monte Carlo rule.,mcRuleComparisonOperator,"Operator used for the comparison, for example greater than (GT)."
MCRuleComparison,Detailed information about the comparison logic of a Monte Carlo rule.,mcRuleComparisonThreshold,Threshold being compared.
MCRuleComparison,Detailed information about the comparison logic of a Monte Carlo rule.,mcRuleComparisonIsThresholdRelative,Whether the threshold comparison is relative (true) or absolute (false).
MCRuleSchedule,Detailed information about the schedule for a Monte Carlo rule.,mcRuleScheduleType,"Type of schedule for the rule, for example dynamic or manual."
MCRuleSchedule,Detailed information about the schedule for a Monte Carlo rule.,mcRuleScheduleIntervalInMinutes,"How often the monitor should run, in minutes."
MCRuleSchedule,Detailed information about the schedule for a Monte Carlo rule.,mcRuleScheduleStartTime,When the first execution of the rule should occur (blank means immediate).
MCRuleSchedule,Detailed information about the schedule for a Monte Carlo rule.,mcRuleScheduleCrontab,TBC
PopularityInsights,Detailed information about an asset's usage or popularity.,recordUser,Username or email of the user who ran the queries.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordQuery,Query run at source.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordQueryDuration,Duration for which the query ran at source.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordQueryCount,Number of queries run by the user.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordTotalUserCount,Total number of users who ran queries.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordComputeCost,Total compute cost for running all queries.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordMaxComputeCost,Maximum compute cost across all query runs.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordComputeCostUnit,Unit of measure for recordComputeCost.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordLastTimestamp,Timestamp of last operation or query run by the user.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordWarehouse,Name of the warehouse on which the queries were run.
SourceTagAttachment,"Detailed information about the attachment of a classification on an Atlan asset, synced from source.",sourceTagName,Name of the tag asset in Atlan.
SourceTagAttachment,"Detailed information about the attachment of a classification on an Atlan asset, synced from source.",sourceTagQualifiedName,Unique name of the tag asset in Atlan.
SourceTagAttachment,"Detailed information about the attachment of a classification on an Atlan asset, synced from source.",sourceTagGuid,Unique identifier of the tag asset in Atlan.
SourceTagAttachment,"Detailed information about the attachment of a classification on an Atlan asset, synced from source.",sourceTagConnectorName,Name of the connector that is the source of the tag.
SourceTagAttachment,"Detailed information about the attachment of a classification on an Atlan asset, synced from source.",sourceTagValue,Value of the attached tag within the source system.
SourceTagAttachment,"Detailed information about the attachment of a classification on an Atlan asset, synced from source.",isSourceTagSynced,Whether the tag has been synced with the source (true) or not (false).
SourceTagAttachment,"Detailed information about the attachment of a classification on an Atlan asset, synced from source.",sourceTagSyncTimestamp,Time at which the tag was sycned with the source.
SourceTagAttachment,"Detailed information about the attachment of a classification on an Atlan asset, synced from source.",sourceTagSyncError,Error message if the tag sync with the source failed.
SourceTagAttachmentValue,Detailed information about the value attached to a tag in a source system.,tagAttachmentKey,"Attachment key, for example ""has_pii"" or ""type_pii""."
SourceTagAttachmentValue,Detailed information about the value attached to a tag in a source system.,tagAttachmentValue,"Attachment value, for example ""true"" or ""email""."
SourceTagAttribute,Detailed information about an attribute attached to a tag in a source system.,tagAttributeKey,"Attribute key, for example ""allowedValues"" or ""enabled""."
SourceTagAttribute,Detailed information about an attribute attached to a tag in a source system.,tagAttributeValue,"Attribute value, for example [""Private"", ""PII""] for allowedValues, or ""true"" for enabled."
SourceTagAttribute,Detailed information about an attribute attached to a tag in a source system.,tagAttributeProperties,Properties associated with the attribute.
StarredDetails,Atlas Type representing records of multiple users for starred assets,assetStarredBy,The username of the user who starred an asset
StarredDetails,Atlas Type representing records of multiple users for starred assets,assetStarredAt,Latest timestamp of the operation when a user starred an asset
